chrom	start	end	sample	gt	supporting_sites	sites	DP	switches	CIGAR
V	10754090	11379753	E145	2	145	219	3.63448275862	97	R1A6R1A7R1A2R1A3R1A5R1A3R2A2R1A3R2A1R1A4R2A6R1A3R1A1R1A3R3A2R2A2R1A1R1A2R1A3R1A6R1A3R1A3R1A1R1A3R1A2R1A3R2A2R5A2R4A6R2A1R1A1R1A7R1A5R1A1R1A4R1A2R1A3R2A3R1A4R1A1R3A2R4A1R2A4R2A4R1A3R2A4R1A1R1A2R2A2
V	11386705	11517740	E145	1	29	46	3.1724137931	20	R3A1R2A1R1A1R1A1R2A1R2A1R4A2R2A2R6A3R1A4R5
V	11517741	11789363	E145	2	62	102	3.40322580645	54	R1A1R1A3R1A2R3A1R1A6R1A1R1A2R1A1R1A2R1A1R4A1R1A2R1A3R1A1R1A1R1A2R1A2R2A1R3A1R1A2R1A6R3A1R1A6R1A2R2A5R1A3R2A3R1
V	11791994	17814313	E145	1	13578	13602	3.58174988953	22	R1A1R1A2R14A1R2A2R1A10R1A2R2188A1R1A1R6911A2R1A1R3A1R4454
V	17814336	17814601	E145	2	16	16	2.375	0	A16
V	17814604	20923490	E145	1	6277	6279	3.44766608252	4	R527A1R1992A1R3758
X	5163	4754094	E145	1	2942	2951	3.15703602991	16	R158A1R14A2R1036A1R5A1R1A1R107A1R1010A1R95A1R516
X	4758185	4863802	E145	2	102	102	3.54901960784	0	A102
X	4864726	17717342	E145	1	6861	6870	4.2633726862	14	R2934A2R707A2R144A1R425A1R1615A1R92A1R655A1R289
I	21533	15051207	E146	1	609	612	1.64039408867	4	R121A1R233A2R255
II	6368	15275094	E146	2	801	814	1.49563046192	20	A62R1A13R1A4R1A48R1A319R1A19R3A61R2A94R1A44R1A57R1A80
III	5868	13783502	E146	1	601	603	1.615640599	4	R281A1R193A1R127
IV	308707	3333674	E146	1	134	135	1.36567164179	2	R89A1R45
IV	3358926	15380612	E146	2	386	392	1.51295336788	10	A8R1A65R1A59R1A49R1A9R2A196
IV	15437748	17480204	E146	1	107	107	1.47663551402	0	R107
V	1671	5205562	E146	1	743	744	1.53432032301	2	R345A1R398
V	5228654	19811193	E146	2	1087	1094	1.5602575897	14	A67R1A26R1A352R1A305R1A34R1A186R1A82R1A35
V	19878089	20912978	E146	1	224	224	1.47767857143	0	R224
X	5230	17688311	E146	1	680	686	1.47794117647	4	R230A4R199A2R251
I	1713	14984427	E147	2	1503	1527	1.85761809714	32	A203R1A38R1A32R5A1R1A4R1A2R1A87R2A52R1A174R1A169R1A38R1A124R1A24R1A62R1A102R4A193R1A198
II	2118	15275115	E147	1	3723	3745	1.81573999463	18	R291A1R467A1R122A6R353A4R29A5R1038A1R799A1R279A2R278A1R67
III	3773	1538841	E147	2	546	554	1.98901098901	12	A144R1A140R2A5R1A18R2A25R1A143R1A71
III	1558701	13783502	E147	1	942	954	2.08492569002	8	R14A8R3A1R382A2R167A1R376
IV	278650	3952364	E147	1	589	593	2.20203735144	2	R351A4R238
IV	3952861	3953176	E147	2	18	18	2.22222222222	0	A18
IV	3956687	17491610	E147	1	1601	1614	2.09556527171	10	R77A1R1A2R262A3R155A3R2A4R1104
V	396	705	E147	1	2	3	1.0	1	A1R2
V	2829	20920613	E147	2	4861	4932	1.9440444353	74	A290R1A259R1A252R1A524R1A2R5A61R1A32R2A61R2A32R1A15R2A44R1A614R1A307R1A231R2A2R2A11R1A107R1A1R3A187R6A2R2A3R3A31R1A1R13A745R2A100R1A25R1A89R2A198R1A1R1A1R1A36R1A30R1A54R1A29R2A126R1A27R1A26R1A305
X	25222	17709225	E147	2	1857	1871	2.15401184707	22	A27R1A154R1A253R1A3R3A358R1A455R1A28R1A3R2A24R1A358R1A104R1A90
I	855	2826770	E148	1	779	782	2.27342747112	6	R182A1R69A1R325A1R203
I	2838134	15068010	E148	2	1711	1735	2.00467562829	28	A342R1A202R1A139R1A31R1A94R1A13R1A196R8A5R3A163R2A74R1A61R1A43R1A93R1A23R1A232
II	943	3614769	E148	2	1636	1648	2.00122249389	18	A54R1A41R1A59R3A117R1A17R1A60R1A2R2A558R1A696R1A32
II	3636031	12267975	E148	1	1906	1908	2.21091290661	4	R202A1R524A1R1180
II	12278380	14242944	E148	2	442	448	1.93665158371	8	A187R1A56R2A44R2A122R1A33
II	14260519	15276962	E148	1	255	256	1.98431372549	2	R169A1R86
III	5151	9503000	E148	1	1909	1919	2.25563122053	10	R178A1R934A4R4A2R261A2R124A1R408
III	9535963	13780910	E148	2	530	531	2.5358490566	2	A431R1A99
IV	68361	2070404	E148	2	227	232	2.13656387665	7	A130R1A11R1A22R2A64R1
IV	2080185	17476099	E148	1	3062	3079	2.15447419987	15	A1R170A4R1134A1R1A3R139A5R1A1R3A1R522A1R1092
V	960	5198464	E148	1	3103	3104	2.21463100226	2	R1520A1R1583
V	5204159	18181623	E148	2	4368	4411	2.19070512821	56	A100R1A86R1A59R4A4R3A106R2A774R1A48R1A617R1A6R1A124R2A82R1A159R2A1R1A15R1A137R2A277R1A1R2A2R2A598R1A164R2A54R1A23R1A307R1A90R3A276R1A203R2A26R1A27R1A2
V	18184673	20923490	E148	1	1719	1720	2.10005817336	2	R424A1R1295
X	5292	20110	E148	1	3	3	1.33333333333	0	R3
X	21056	5413937	E148	2	956	969	2.12029288703	16	A256R1A3R1A21R1A4R1A335R1A1R6A62R1A159R1A115
X	5437422	17684762	E148	1	2125	2130	1.97976470588	6	R830A2R223A2R1060A1R12
I	1713	2930976	E149	2	830	856	2.33975903614	32	A78R2A27R2A59R1A76R2A80R1A23R2A10R2A21R1A8R2A1R1A19R1A42R2A119R1A1R1A168R2A89R3A9
I	2939775	15059713	E149	1	2828	2833	2.0724893918	10	R572A1R590A1R57A1R100A1R1355A1R154
II	943	15276725	E149	1	7228	7254	2.40785832872	26	R238A1R2A3R2A1R1542A4R4A5R3A5R1137A1R1214A1R276A1R131A1R644A1R1099A1R820A1R116
III	4929	12690136	E149	2	2489	2514	2.46564885496	30	A147R1A288R3A13R1A332R3A67R1A120R1A334R1A55R2A78R2A233R5A33R1A448R1A22R1A235R1A34R1A50
III	12694967	13783502	E149	1	182	182	2.92307692308	0	R182
IV	57787	17490756	E149	1	4533	4544	2.53562761968	10	R2357A6R3A2R253A1R318A1R731A1R871
V	396	20922076	E149	1	15800	15815	2.68063291139	18	R3A1R4458A2R2141A2R262A2R1127A1R1A1R3018A4R3A1R533A1R4254
X	5163	4752403	E149	1	1164	1164	2.94759450172	0	R1164
X	4759636	4854794	E149	2	34	34	2.17647058824	0	A34
X	4865504	17717342	E149	1	2900	2906	2.64172413793	8	R1197A2R1317A1R340A1R29A2R17
I	508774	14957361	E14	1	54	56	1.48148148148	4	R34A1R1A1R19
II	402361	14850912	E14	2	101	102	1.36633663366	2	A79R1A22
III	28980	13780910	E14	1	77	77	1.54545454545	0	R77
IV	813202	1285084	E14	1	3	3	1.33333333333	0	R3
IV	1891695	17362845	E14	2	41	44	1.75609756098	4	A3R2A22R1A16
V	1021979	20898119	E14	2	159	161	1.47169811321	4	A44R1A12R1A103
X	5406	16615002	E14	1	66	66	1.39393939394	0	R66
I	1713	15058691	E150	2	2181	2213	1.9578175149	48	A69R1A55R1A74R1A94R1A32R2A19R1A29R1A14R1A22R1A299R1A216R1A129R1A46R1A118R2A23R1A44R1A130R1A68R1A70R1A235R2A5R3A52R1A161R4A62R1A115
II	2118	735195	E150	2	122	125	1.94262295082	4	A15R1A28R2A79
II	747031	15276962	E150	1	5081	5121	2.01239913403	32	R268A1R84A1R559A1R191A4R87A6R134A2R257A1R2A13R41A2R83A2R298A2R493A1R1168A1R958A1R171A1R189A1R98
III	5485	13780512	E150	2	1835	1859	2.28555858311	36	A148R1A199R1A171R3A110R2A163R1A41R1A18R2A90R1A22R1A37R1A175R1A12R2A224R1A102R1A110R1A79R2A39R1A46R1A49
IV	57787	1196963	E150	2	49	51	2.83673469388	4	A40R1A7R1A2
IV	1243572	13719436	E150	1	2181	2202	2.10774873911	20	R303A1R1108A5R108A2R143A3R3A1R1A4R148A1R10A1R261A1R87A2R9
IV	13721837	17491610	E150	2	779	791	1.96919127086	22	A139R2A8R1A14R1A1R1A69R1A158R1A36R1A135R1A12R1A60R1A6R1A141
V	12615	20909920	E150	2	6943	7031	2.18219789716	86	A447R1A6R2A302R6A941R1A89R3A118R1A40R1A7R3A49R1A1R1A7R1A16R1A30R13A4R1A121R2A55R1A777R1A213R1A409R1A23R2A8R1A2R1A137R1A11R2A17R1A1R2A139R1A4R10A232R2A543R1A289R3A148R1A452R1A101R4A60R5A24R1A15R1A10R1A221R1A74R1A79R1A356R1A109R1A256
X	5201	4751621	E150	1	803	809	2.26899128269	6	R20A4R1A1R292A1R490
X	4762900	4862932	E150	2	35	35	1.97142857143	0	A35
X	4868477	17717342	E150	1	2098	2102	2.64775977121	6	R917A2R406A1R744A1R31
I	855	10837051	E151	1	2320	2324	2.47629310345	8	R470A1R543A1R669A1R594A1R44
I	10870381	15024740	E151	2	1245	1256	2.22891566265	20	A40R1A46R1A267R1A204R1A38R2A236R1A39R1A63R1A147R1A33R1A132
II	1759	1367922	E151	1	575	580	2.20347826087	6	R205A1R2A2R1A2R367
II	1411921	3949951	E151	2	2141	2150	2.43157403083	16	A45R1A195R1A162R1A77R1A422R1A391R1A572R1A241R2A36
II	3952951	12583268	E151	1	1958	1962	2.35495403473	6	R240A2R693A1R137A1R888
II	12600455	15271184	E151	2	761	772	2.69119579501	14	A137R1A55R1A16R2A40R1A149R1A247R4A61R1A56
III	3773	2129671	E151	2	1135	1153	2.70220264317	22	A271R1A268R2A3R2A3R1A208R2A10R3A172R1A31R3A87R1A29R1A43R1A10
III	2176189	13783502	E151	1	1849	1857	2.44997295836	10	R247A2R154A1R203A2R73A1R1A2R1171
IV	68361	2203889	E151	1	441	442	2.41950113379	2	R2A1R439
IV	2210902	4509745	E151	2	721	722	2.18862690707	2	A404R1A317
IV	4556284	17491919	E151	1	3175	3196	2.36409448819	18	R598A1R172A1R1A2R186A12R31A1R579A1R97A1R539A1R108A1R864
V	493	12935237	E151	1	7004	7011	2.4957167333	12	R1A1R72A1R3770A1R299A2R239A1R2042A1R581
V	12969927	20920888	E151	2	4813	4847	2.23955952628	58	A20R1A130R1A28R1A46R1A233R1A272R1A93R1A162R1A46R1A47R2A1R1A1R1A34R1A1020R1A599R1A40R2A177R1A1R1A88R1A3R1A5R2A318R1A235R1A241R2A15R1A173R1A4R1A112R1A115R2A554
X	5163	3725790	E151	1	938	939	2.13006396588	2	R488A1R450
X	3738198	8654380	E151	2	1087	1098	2.34958601656	8	A25R7A1R1A295R1A755R2A11
X	8660113	17717342	E151	1	1898	1899	2.36828240253	2	R329A1R1569
I	1222	14648701	E152	2	1750	1780	1.82285714286	42	A41R1A89R1A73R1A29R1A34R1A24R1A15R2A101R1A129R1A167R1A1R1A197R1A49R1A94R3A183R3A2R3A2R2A156R2A245R1A10R1A45R1A64
I	14667337	15004645	E152	1	72	72	1.91666666667	0	R72
II	943	503073	E152	1	66	66	1.80303030303	0	R66
II	506753	15276725	E152	2	2799	2830	1.88638799571	44	A65R1A3R1A72R1A15R1A296R1A46R1A3R2A5R4A327R2A284R1A389R1A29R1A91R1A168R1A82R1A125R1A104R2A37R2A24R1A476R1A98R2A7R2A53
III	8334	13780512	E152	2	1519	1550	1.84660961159	42	A257R2A5R1A1R2A153R1A46R1A157R1A24R1A33R1A29R3A123R1A142R2A7R1A2R1A19R2A8R1A165R4A41R2A114R1A113R1A8R1A20R1A52
IV	278650	12453226	E152	1	1637	1656	2.15455100794	12	R381A4R2A4R1010A5R1A4R119A1R30A1R94
IV	12496300	17483550	E152	2	732	750	2.13661202186	26	A44R1A9R1A105R2A77R4A80R1A118R1A107R1A1R2A21R1A57R1A13R1A35R1A12R1A53
V	396	12253425	E152	1	4022	4031	2.05445052213	12	R1277A1R193A2R1111A3R287A1R832A1R159A1R163
V	12295189	13555529	E152	2	190	190	2.11578947368	0	A190
V	13572040	19380899	E152	1	3663	3686	2.0475020475	24	R325A1R1727A2R3A1R99A1R1406A3R4A1R1A1R9A1R28A4R19A1R4A2R26A5R12
V	19381175	19382725	E152	2	14	14	2.21428571429	0	A14
V	19382849	19432185	E152	1	77	99	1.71428571429	14	R3A2R4A2R14A1R16A5R2A2R22A7R5A3R11
V	19432490	19461020	E152	2	16	16	1.9375	0	A16
V	19477721	20061059	E152	1	214	214	2.01869158879	0	R214
V	20067883	20920888	E152	2	366	367	2.15573770492	2	A206R1A160
X	5163	4747757	E152	1	693	698	1.87012987013	10	R22A1R243A1R3A1R263A1R23A1R139
X	4758185	4862617	E152	2	27	27	2.37037037037	0	A27
X	4869091	13493014	E152	1	1078	1081	1.95361781076	4	R253A1R476A2R349
X	13513113	17689505	E152	2	499	506	2.13627254509	12	A169R1A169R1A2R1A13R1A121R2A9R1A16
I	1933	10363765	E153	1	749	758	1.93991989319	12	R149A2R122A2R1A2R4A1R4A1R239A1R230
I	10411512	13127253	E153	2	194	199	1.97422680412	8	A29R1A6R1A62R2A24R1A73
I	13199074	15048468	E153	1	184	184	1.77173913043	0	R184
II	6368	3194568	E153	1	879	888	1.92036405006	8	R73A1R1A1R1A1R579A6R225
II	3213692	15275133	E153	2	836	846	1.79425837321	20	A257R1A12R1A29R1A16R1A174R1A5R1A36R1A1R1A46R1A194R1A66
III	8451	2268909	E153	1	566	567	2.10954063604	2	R469A1R97
III	2330668	13746259	E153	2	422	430	2.08530805687	14	A72R1A31R1A53R2A9R1A4R1A79R1A127R1A47
IV	77451	15463856	E153	2	841	866	1.88109393579	34	A30R1A10R1A22R1A35R1A302R2A1R2A3R2A62R1A21R1A9R1A2R2A18R1A67R1A2R3A61R2A86R2A46R1A64
IV	15500864	17491610	E153	1	192	192	1.94270833333	0	R192
V	493	2249131	E153	1	520	521	1.91730769231	2	R115A1R405
V	2253164	20918816	E153	2	2465	2502	1.98174442191	42	A17R1A240R3A32R2A196R1A6R1A19R1A70R3A27R1A315R1A262R1A71R2A133R8A9R2A218R1A273R1A21R1A37R1A101R1A2R1A10R2A120R2A286
X	73018	15842774	E153	2	1039	1056	1.7468719923	22	A79R1A13R1A4R1A13R1A120R5A4R2A1R1A178R1A57R1A264R1A203R2A103
X	15886023	17618953	E153	1	57	57	1.89473684211	0	R57
I	855	4259467	E154	1	1314	1314	2.35844748858	0	R1314
I	4266657	11862740	E154	2	1031	1034	2.21338506305	6	A18R1A841R1A31R1A141
I	11868019	12731441	E154	1	534	534	2.29962546816	0	R534
I	12739886	14491885	E154	2	452	452	2.11061946903	0	A452
I	14519512	15059713	E154	1	178	179	2.1797752809	2	R31A1R147
II	6368	15276962	E154	1	6896	6908	2.35440835267	18	R198A2R2A2R1394A1R1158A2R1222A1R385A1R614A1R542A1R1229A1R152
III	3683	13780910	E154	1	3752	3756	2.38752665245	6	R2106A2R811A1R648A1R187
IV	68361	17491919	E154	1	4525	4539	2.41569060773	12	R579A5R1441A1R227A3R1A2R1A2R601A1R1675
V	493	20923490	E154	1	15011	15023	2.62847245353	22	R1A2R1455A1R2732A1R2112A1R163A1R91A1R1182A1R1A1R2751A1R4A1R2043A1R2476
X	5201	4750947	E154	1	1133	1134	2.55957634598	2	R447A1R686
X	4762210	4862617	E154	2	43	43	3.74418604651	0	A43
X	4870048	17705273	E154	1	2891	2898	2.55274991352	10	R407A2R831A2R1002A1R239A1R327A1R85
I	6313	14475984	E155	2	2300	2337	2.06652173913	41	A68R1A78R1A115R1A45R1A50R3A34R2A36R1A29R7A3R1A253R1A289R1A339R1A383R7A1R1A30R1A246R2A128R1A40R1A32R1A63R1A38R1
I	14475985	15025770	E155	1	183	184	1.67759562842	1	A1R183
II	943	1494417	E155	2	372	375	1.72580645161	6	A64R1A10R1A281R1A17
II	1513502	12095290	E155	1	4418	4425	1.98800362155	12	R328A1R1196A2R1127A1R230A1R1A1R414A1R1122
II	12098108	12210493	E155	2	32	33	1.59375	2	A8R1A24
II	12231016	12422303	E155	1	67	67	2.26865671642	0	R67
II	12431353	12916528	E155	2	179	180	2.10055865922	2	A9R1A170
II	12929190	15276962	E155	1	686	689	2.56413994169	4	R122A2R8A1R556
III	3823	13780910	E155	1	2951	2962	2.32090816672	4	R1343A10R1137A1R471
IV	64777	15255786	E155	1	3004	3035	2.13415446072	17	A12R476A4R1169A1R78A2R59A1R84A4R1A5R242A1R396A1R499
IV	15263640	17489193	E155	2	551	560	2.11252268603	16	A92R1A19R1A165R1A9R1A101R1A30R2A42R1A7R1A86
V	396	18691752	E155	2	7276	7322	2.36448598131	62	A365R1A201R1A105R1A335R3A1R1A484R1A42R1A171R1A345R1A182R4A113R2A76R2A56R1A8R1A488R3A31R1A588R1A402R1A483R1A273R1A219R1A205R2A48R1A1R4A1R1A863R2A127R1A205R1A116R2A432R1A281R1A29
V	18702783	20923490	E155	1	1685	1687	2.89970326409	4	R945A1R485A1R255
X	5163	4752275	E155	1	1028	1029	2.42412451362	2	R398A1R630
X	4755013	4864303	E155	2	37	37	3.75675675676	0	A37
X	4868477	17717342	E155	1	2550	2556	2.47098039216	8	R1109A2R267A2R249A1R277A1R648
I	1713	3138027	E156	2	888	914	2.23536036036	30	A97R1A25R1A105R1A5R1A55R1A58R1A58R1A9R1A30R3A42R1A151R5A5R1A2R4A89R2A26R2A131
I	3157153	4664661	E156	1	314	314	2.01592356688	0	R314
I	4669821	14428481	E156	2	2085	2117	2.05707434053	48	A35R1A155R1A295R1A1R1A65R1A80R1A250R1A49R1A6R2A26R1A57R1A113R1A2R1A73R2A4R4A4R1A22R1A42R1A197R3A174R1A81R2A2R1A189R1A2R1A161
I	14443052	15051207	E156	1	212	213	2.07075471698	2	R132A1R80
II	943	5317538	E156	2	3231	3268	2.13865676261	54	A64R1A1R1A25R1A73R1A92R1A67R2A77R1A80R2A42R1A106R3A321R1A41R1A167R1A42R1A80R2A161R1A184R2A97R1A134R2A320R3A58R2A107R1A51R1A113R1A5R1A612R1A25R1A86
II	5340729	15276962	E156	1	2753	2761	2.56156919724	12	R656A1R1170A2R24A2R98A1R666A1R28A1R111
III	3683	820060	E156	1	899	916	2.76529477197	8	R384A4R165A5R3A7R242A1R105
III	833752	13780512	E156	2	2238	2278	2.42716711349	52	A120R1A24R1A236R1A76R1A75R2A18R1A92R1A58R1A14R2A68R1A22R2A38R1A98R1A86R1A149R1A17R6A5R4A60R1A74R1A304R1A120R1A25R1A77R2A71R1A176R3A67R1A68
IV	57787	17491610	E156	2	4193	4293	2.38373479609	130	A176R1A4R1A9R3A13R1A13R2A49R1A4R1A5R1A7R1A16R1A15R2A11R1A2R1A46R2A117R1A8R1A77R1A226R1A33R1A22R1A78R1A207R1A75R1A384R4A7R4A4R2A51R1A130R1A93R1A41R2A51R1A21R2A165R1A10R1A21R1A17R1A98R1A114R1A138R1A22R1A22R1A269R4A46R2A11R4A279R1A2R1A27R5A102R1A53R1A96R2A6R2A2R3A1R2A39R4A36R1A182R1A19R1A68R1A2R1A102R1A22R1A24R2A45R1A19R1A27R2A112
V	396	2167809	E156	1	1809	1816	2.65118850193	4	R3A2R63A5R1743
V	2171736	20921003	E156	2	10361	10455	2.36502268121	102	A98R11A463R1A262R1A686R1A145R2A67R1A96R1A96R1A81R2A11R2A92R7A13R2A7R1A159R1A1311R1A1006R1A181R1A85R2A2R1A241R1A15R1A27R1A325R4A382R3A46R5A5R1A1421R2A328R1A13R1A162R2A2R1A218R2A84R1A249R1A1R2A76R1A1R1A32R1A7R1A125R2A174R1A47R1A122R2A1R1A6R1A1R4A2R1A138R1A79R2A165R4A973R1A32
X	5163	4753798	E156	1	1304	1308	2.11349693252	8	R22A1R513A1R4A1R544A1R221
X	4759636	4863620	E156	2	46	46	2.0	0	A46
X	4868477	17705273	E156	1	3060	3065	2.43071895425	8	R885A1R781A2R1273A1R69A1R52
I	855	1806047	E158	1	1373	1534	3.5207574654	138	R1148A3R3A2R5A2R3A6R3A2R4A3R2A1R2A1R2A1R3A1R1A3R4A4R6A3R7A3R8A1R1A2R4A1R2A1R1A1R2A1R3A1R1A2R4A2R1A1R2A5R1A1R4A3R21A4R1A2R6A1R1A1R3A1R4A5R3A1R2A4R3A1R2A3R3A5R3A3R1A1R5A1R3A1R2A4R2A1R5A3R4A2R1A2R1A10R3A1R3A1R4A1R1A3R10A1R1A4R1A2R8A4R1A5R5A1R1A1R7A6R2A2R1A4R2A1R4A2R2A2R2A1R3A3R1A1R1A2R7
I	1806327	1933296	E158	2	52	81	2.82692307692	34	A2R1A7R1A2R1A3R1A2R1A1R3A1R3A2R2A3R1A1R1A2R1A2R4A4R2A1R1A8R2A2R3A2R1A7
I	1933398	2116733	E158	1	71	119	2.53521126761	38	R5A1R1A3R2A1R5A4R2A1R4A1R1A1R4A3R2A1R3A11R7A5R3A1R6A1R13A2R1A2R2A4R2A1R1A4R1A1R6
I	2118248	2295502	E158	2	48	86	3.60416666667	33	A5R1A3R8A5R2A4R4A4R1A1R1A1R1A2R3A2R1A1R1A2R1A2R5A2R1A1R2A1R1A6R2A6R3
I	2296980	2461429	E158	1	99	135	2.9898989899	32	R1A2R1A2R1A2R9A1R3A1R5A1R49A7R6A3R2A1R1A1R6A1R2A9R7A2R2A1R1A1R2A1R1
I	2463408	2563103	E158	2	56	88	2.60714285714	30	A2R2A5R1A1R2A1R5A2R1A4R1A3R2A3R1A1R1A2R3A4R4A9R4A6R1A1R2A2R2A10
I	2563173	2633913	E158	1	54	76	3.27777777778	18	R7A1R2A2R1A2R11A1R3A2R15A1R3A6R1A4R8A3R3
I	2633941	2767728	E158	2	57	96	4.38596491228	45	R1A5R1A1R1A3R1A2R2A1R1A2R1A1R2A5R1A1R1A1R2A2R1A1R5A1R4A1R1A1R3A2R2A1R1A7R1A6R1A2R1A5R2A4R3A2
I	2769592	2803646	E158	1	61	91	3.40983606557	20	R4A5R5A2R5A1R4A1R11A1R8A9R3A1R5A2R6A5R1A3R9
I	2803839	2805693	E158	2	20	20	2.3	0	A20
I	2805714	2812268	E158	1	42	46	3.5	6	R6A2R13A1R2A1R21
I	2817663	2877377	E158	2	40	48	2.45	14	A2R1A14R1A3R1A5R2A3R1A4R1A2R1A7
I	2879915	3292473	E158	1	151	234	3.46357615894	80	R5A1R6A1R4A1R9A3R4A1R1A4R5A9R6A2R2A1R3A1R3A1R3A1R8A1R6A1R1A1R1A1R1A2R1A2R1A1R2A2R2A2R1A5R5A1R2A3R1A3R4A3R11A1R2A2R1A2R3A1R4A4R2A4R1A3R2A4R10A2R3A1R6A2R3A1R4A1R9A1R3
I	3293398	3351480	E158	2	19	23	2.73684210526	8	A10R1A1R1A2R1A2R1A4
I	3352374	3657441	E158	1	91	141	2.40659340659	52	R7A3R1A1R3A2R4A1R3A1R1A7R1A1R6A1R1A1R2A1R7A1R12A1R2A1R1A1R1A3R3A1R3A2R1A1R1A1R9A10R1A3R2A1R8A1R4A2R5A1R1A1R1
I	3657910	3848697	E158	2	31	49	2.48387096774	22	A5R1A2R1A1R1A1R1A4R5A1R3A1R1A1R1A2R1A3R1A3R2A7
I	3854891	4294755	E158	1	76	118	2.93421052632	50	R4A2R3A1R1A2R3A1R1A1R1A2R3A3R1A1R1A1R4A1R1A1R1A5R1A2R5A1R2A2R1A1R2A1R10A1R2A2R4A3R2A2R2A2R9A1R1A2R4A1R7
I	4305275	4455166	E158	2	23	32	3.82608695652	14	A5R2A1R2A2R1A3R1A2R1A5R1A3R1A2
I	4455468	6743890	E158	1	262	458	3.01526717557	206	R2A1R3A1R4A1R2A1R2A2R2A2R1A1R1A1R1A1R1A2R4A2R6A1R1A1R2A1R4A1R1A6R2A2R7A1R2A3R3A1R3A4R4A2R1A3R1A3R6A1R4A1R1A1R1A5R3A1R1A1R1A1R1A1R1A4R4A2R2A1R1A4R3A2R7A3R2A3R3A2R5A1R1A1R1A1R1A2R2A1R2A1R2A1R1A5R2A1R3A2R2A1R2A2R1A2R4A2R2A2R1A2R3A5R3A2R2A3R1A2R8A2R3A1R7A2R1A3R7A1R2A1R1A2R1A1R6A1R2A1R1A2R5A3R3A3R6A2R2A3R1A3R1A1R2A3R2A2R5A2R6A2R2A2R1A4R3A3R1A2R3A2R3A1R1A2R1A1R1A3R2A3R2A1R2A1R1A3R4A1R2A1R3A2R3A1R5A1R1A2R1A1R1A1R4A1R1
I	6772906	7480392	E158	2	54	94	2.62962962963	50	A3R2A2R1A3R1A1R1A2R1A3R1A2R4A5R2A1R1A2R1A1R1A1R2A2R3A1R3A1R2A2R1A1R2A2R2A2R2A3R1A1R2A3R1A1R1A3R1A1R1A5
I	7480653	8722104	E158	1	227	417	2.93832599119	186	R7A5R11A2R4A1R2A2R4A1R1A2R1A1R1A1R2A2R1A5R3A1R1A2R3A2R2A1R1A2R2A5R2A1R7A3R6A1R2A1R1A4R2A4R1A1R1A1R2A1R2A2R5A3R3A6R2A1R4A3R3A1R2A2R1A1R1A1R1A1R1A1R2A2R3A2R4A1R2A1R1A1R2A1R2A3R3A2R3A2R1A2R4A1R1A1R1A1R1A3R3A4R1A1R1A1R3A1R3A3R1A2R1A1R5A5R1A1R2A1R1A5R2A1R1A1R3A1R1A1R2A2R1A1R4A2R1A3R3A1R5A1R1A1R2A7R2A1R2A3R2A1R1A1R2A4R2A1R1A4R3A2R2A1R4A3R4A4R6A2R1A2R5A5R1A1R1A2R4A1R1A2R2A4R4A2R4
I	8723846	9232521	E158	2	106	159	3.04716981132	68	A1R1A6R2A2R1A6R1A1R1A1R1A3R2A1R1A2R1A8R1A1R1A3R1A6R1A5R2A1R1A4R1A4R1A7R1A8R1A1R2A1R8A4R1A1R2A2R2A1R1A2R1A2R1A4R4A5R1A1R1A2R3A1R2A1R1A6R1A2
I	9246431	9661096	E158	1	92	159	3.11956521739	68	R3A1R4A2R1A1R2A2R3A1R2A2R4A1R1A2R4A3R4A3R3A2R1A1R1A1R1A1R1A1R4A2R1A1R2A1R2A1R1A1R4A2R1A4R4A2R5A1R3A4R1A1R4A7R3A3R3A1R4A5R3A1R2A2R4A1R2A3R4
I	9661916	9812317	E158	2	46	75	3.02173913043	36	A2R1A4R1A1R1A2R3A7R1A2R3A4R1A2R3A2R3A2R1A1R1A2R1A1R3A1R1A1R2A1R1A5R1A3R1A3
I	9817160	14693425	E158	1	3377	3535	3.09298193663	161	R6A3R1A1R4A3R6A1R1A1R1A1R3A2R4A1R1A3R3A1R3A2R5A1R1A2R1A1R2A1R3A1R4A1R5A1R2A3R3A1R3A2R3A2R5A4R4A4R3A1R1A1R1A1R4A5R1A1R1A4R7A2R2A2R2A1R10A1R5A2R2A2R40A3R277A2R2054A1R756A1R1A7R11A1R1A3R3A2R2A2R2A2R10A4R6A2R1A1R8A1R3A1R1A1R3A1R4A1R4A2R1A4R6A3R3A2R1A2R2A1R6A1R1A3R10A1R2A4R1A5R2A3R1A4R2A1R2A2R1A1R1A3R3A1R1A1R3A2R3A1R4A4R10A1R4A1R1A1R3A1R3A1
I	14693544	14751342	E158	2	21	28	3.42857142857	13	R1A5R1A3R1A1R1A5R1A3R1A3R1A1
I	14755839	15025979	E158	1	87	138	2.88505747126	50	R5A4R5A1R2A3R1A5R4A2R1A1R2A2R1A2R8A1R9A3R2A2R4A2R1A2R1A1R1A2R1A4R1A1R5A2R6A1R8A1R3A1R2A1R4A4R6A2R2A1R2
I	15030397	15059713	E158	2	10	12	4.2	1	A10R2
II	943	402258	E158	2	42	68	2.35714285714	34	A6R1A1R1A1R1A5R1A2R2A1R1A1R1A1R4A1R1A1R3A1R1A4R2A2R1A1R2A2R1A2R2A8R1A2
